ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
2524,3,2024-08-06,Com_1,Utilities,Zone A,2378,6,0.93,47.0,0.0,0,30,0.0,0.1276595744680851
2525,4,2024-08-06,Com_1,Utilities,Zone A,2387,9,0.93,59.0,0.0,0,45,0.0,0.1525423728813559
2526,5,2024-08-06,Com_1,Utilities,Zone A,2397,10,0.94,54.0,0.0,0,50,0.0,0.1851851851851852
2527,6,2024-08-06,Com_1,Utilities,Zone B,2405,8,0.94,48.0,0.0,0,56,0.0,0.1666666666666667
2528,7,2024-08-06,Com_1,Utilities,Zone B,2415,10,0.9,57.0,0.0,0,70,0.0,0.1754385964912281
2529,8,2024-08-06,Com_1,Utilities,Zone B,2421,6,0.93,45.0,0.0,0,42,0.0,0.1333333333333333
2530,9,2024-08-06,Com_1,Utilities,Zone C,2428,7,0.92,52.0,0.0,0,63,0.0,0.1346153846153846
2531,10,2024-08-06,Com_1,Utilities,Zone C,2437,9,0.95,47.0,0.0,0,81,0.0,0.1914893617021277
2532,11,2024-08-06,Com_1,Utilities,Zone C,2442,5,0.92,52.0,0.0,0,45,0.0,0.09615384615384616
2533,12,2024-08-06,Com_1,Utilities,Zone B,2452,10,0.92,58.0,0.0,0,70,0.0,0.1724137931034483
2534,13,2024-08-06,Com_1,Utilities,Zone B,2458,6,0.9,52.0,0.0,0,42,0.0,0.1153846153846154
2535,14,2024-08-06,Com_1,Utilities,Zone B,2463,5,0.92,45.0,0.0,0,35,0.0,0.1111111111111111
2536,15,2024-08-06,Com_1,Utilities,Zone B,2472,9,0.91,57.0,0.0,0,63,0.0,0.1578947368421053
2537,16,2024-08-06,Com_1,Utilities,Zone B,2477,5,0.91,52.0,0.0,0,35,0.0,0.09615384615384616
2538,17,2024-08-06,Com_1,Utilities,Zone B,2484,7,0.92,56.0,0.0,0,49,0.0,0.125
2539,18,2024-08-06,Com_1,Utilities,Zone D,2494,10,0.93,59.0,0.0,0,110,0.0,0.1694915254237288
2540,19,2024-08-06,Com_1,Utilities,Zone D,2502,8,0.91,51.0,0.0,0,88,0.0,0.1568627450980392
2541,20,2024-08-06,Com_1,Utilities,Zone D,2507,5,0.93,58.0,0.0,0,55,0.0,0.08620689655172414
2542,21,2024-08-06,Com_1,Utilities,Zone D,2514,7,0.94,58.0,0.0,0,77,0.0,0.1206896551724138
2543,22,2024-08-06,Com_1,Utilities,Zone A,2523,9,0.92,57.0,0.0,0,45,0.0,0.1578947368421053
2544,23,2024-08-06,Com_1,Utilities,Zone A,2529,6,0.92,51.0,0.0,0,30,0.0,0.1176470588235294
2545,0,2024-08-07,Com_1,Utilities,Zone A,2539,10,0.94,59.0,0.0,0,50,0.0,0.1694915254237288
2546,1,2024-08-07,Com_1,Utilities,Zone A,2549,10,0.91,60.0,0.0,0,50,0.0,0.1666666666666667
2547,2,2024-08-07,Com_1,Utilities,Zone A,2559,10,0.91,58.0,0.0,0,50,0.0,0.1724137931034483
2548,3,2024-08-07,Com_1,Utilities,Zone A,2567,8,0.92,50.0,0.0,0,40,0.0,0.16
2549,4,2024-08-07,Com_1,Utilities,Zone A,2575,8,0.94,57.0,0.0,0,40,0.0,0.1403508771929824
2550,5,2024-08-07,Com_1,Utilities,Zone A,2583,8,0.92,47.0,0.0,0,40,0.0,0.1702127659574468
2551,6,2024-08-07,Com_1,Utilities,Zone B,2591,8,0.92,45.0,0.0,0,56,0.0,0.1777777777777778
2552,7,2024-08-07,Com_1,Utilities,Zone B,2596,5,0.91,56.0,0.0,0,35,0.0,0.08928571428571429
2553,8,2024-08-07,Com_1,Utilities,Zone B,2604,8,0.94,48.0,0.0,0,56,0.0,0.1666666666666667
2554,9,2024-08-07,Com_1,Utilities,Zone C,2613,9,0.93,47.0,0.0,0,81,0.0,0.1914893617021277
2555,10,2024-08-07,Com_1,Utilities,Zone C,2622,9,0.91,57.0,0.0,0,81,0.0,0.1578947368421053
2556,11,2024-08-07,Com_1,Utilities,Zone C,2630,8,0.92,51.0,0.0,0,72,0.0,0.1568627450980392
2557,12,2024-08-07,Com_1,Utilities,Zone B,2638,8,0.95,57.0,0.0,0,56,0.0,0.1403508771929824
2558,13,2024-08-07,Com_1,Utilities,Zone B,2647,9,0.91,56.0,0.0,0,63,0.0,0.1607142857142857
2559,14,2024-08-07,Com_1,Utilities,Zone B,2657,10,0.95,58.0,0.0,0,70,0.0,0.1724137931034483
2560,15,2024-08-07,Com_1,Utilities,Zone B,2666,9,0.94,55.0,0.0,0,63,0.0,0.1636363636363636
2561,16,2024-08-07,Com_1,Utilities,Zone B,2674,8,0.94,56.0,0.0,0,56,0.0,0.1428571428571428
2562,17,2024-08-07,Com_1,Utilities,Zone B,2681,7,0.93,53.0,0.0,0,49,0.0,0.1320754716981132
2563,18,2024-08-07,Com_1,Utilities,Zone D,2688,7,0.92,56.0,0.0,0,77,0.0,0.125
2564,19,2024-08-07,Com_1,Utilities,Zone D,2698,10,0.93,58.0,0.0,0,110,0.0,0.1724137931034483
2565,20,2024-08-07,Com_1,Utilities,Zone D,2704,6,0.94,48.0,0.0,0,66,0.0,0.125
2566,21,2024-08-07,Com_1,Utilities,Zone D,2714,10,0.93,57.0,0.0,0,110,0.0,0.1754385964912281
2567,22,2024-08-07,Com_1,Utilities,Zone A,2721,7,0.92,45.0,0.0,0,35,0.0,0.1555555555555556
2568,23,2024-08-07,Com_1,Utilities,Zone A,2728,7,0.9,53.0,0.0,0,35,0.0,0.1320754716981132
2569,0,2024-08-08,Com_1,Utilities,Zone A,2734,6,0.9,53.0,0.0,0,30,0.0,0.1132075471698113
2570,1,2024-08-08,Com_1,Utilities,Zone A,2739,5,0.94,50.0,0.0,0,25,0.0,0.1
2571,2,2024-08-08,Com_1,Utilities,Zone A,2748,9,0.91,50.0,0.0,0,45,0.0,0.18
2572,3,2024-08-08,Com_1,Utilities,Zone A,2757,9,0.93,59.0,0.0,0,45,0.0,0.1525423728813559
2573,4,2024-08-08,Com_1,Utilities,Zone A,2767,10,0.91,56.0,0.0,0,50,0.0,0.1785714285714286
2574,5,2024-08-08,Com_1,Utilities,Zone A,2777,10,0.95,51.0,0.0,0,50,0.0,0.196078431372549
2575,6,2024-08-08,Com_1,Utilities,Zone B,2783,6,0.94,56.0,0.0,0,42,0.0,0.1071428571428571
2576,7,2024-08-08,Com_1,Utilities,Zone B,2792,9,0.94,59.0,0.0,0,63,0.0,0.1525423728813559
2577,8,2024-08-08,Com_1,Utilities,Zone B,2802,10,0.93,50.0,0.0,0,70,0.0,0.2
2578,9,2024-08-08,Com_1,Utilities,Zone C,2808,6,0.93,46.0,0.0,0,54,0.0,0.1304347826086956
2579,10,2024-08-08,Com_1,Utilities,Zone C,2814,6,0.92,45.0,0.0,0,54,0.0,0.1333333333333333
2580,11,2024-08-08,Com_1,Utilities,Zone C,2821,7,0.94,46.0,0.0,0,63,0.0,0.1521739130434783
2581,12,2024-08-08,Com_1,Utilities,Zone B,2829,8,0.92,52.0,0.0,0,56,0.0,0.1538461538461539
2582,13,2024-08-08,Com_1,Utilities,Zone B,2839,10,0.95,55.0,0.0,0,70,0.0,0.1818181818181818
2583,14,2024-08-08,Com_1,Utilities,Zone B,2849,10,0.94,58.0,0.0,0,70,0.0,0.1724137931034483
2584,15,2024-08-08,Com_1,Utilities,Zone B,2854,5,0.94,54.0,0.0,0,35,0.0,0.09259259259259259
2585,16,2024-08-08,Com_1,Utilities,Zone B,2864,10,0.95,51.0,0.0,0,70,0.0,0.196078431372549
2586,17,2024-08-08,Com_1,Utilities,Zone B,2872,8,0.91,54.0,0.0,0,56,0.0,0.1481481481481481
2587,18,2024-08-08,Com_1,Utilities,Zone D,2879,7,0.91,46.0,0.0,0,77,0.0,0.1521739130434783
2588,19,2024-08-08,Com_1,Utilities,Zone D,2887,8,0.94,50.0,0.0,0,88,0.0,0.16
2589,20,2024-08-08,Com_1,Utilities,Zone D,2892,5,0.9,47.0,0.0,0,55,0.0,0.1063829787234043
2590,21,2024-08-08,Com_1,Utilities,Zone D,2900,8,0.9,52.0,0.0,0,88,0.0,0.1538461538461539
2591,22,2024-08-08,Com_1,Utilities,Zone A,2907,7,0.9,53.0,0.0,0,35,0.0,0.1320754716981132
2592,23,2024-08-08,Com_1,Utilities,Zone A,2914,7,0.94,45.0,0.0,0,35,0.0,0.1555555555555556
2593,0,2024-08-09,Com_1,Utilities,Zone A,2921,7,0.92,60.0,0.0,0,35,0.0,0.1166666666666667
2594,1,2024-08-09,Com_1,Utilities,Zone A,2927,6,0.94,50.0,0.0,0,30,0.0,0.12
2595,2,2024-08-09,Com_1,Utilities,Zone A,2934,7,0.93,47.0,0.0,0,35,0.0,0.148936170212766
2596,3,2024-08-09,Com_1,Utilities,Zone A,2940,6,0.9,57.0,0.0,0,30,0.0,0.1052631578947368
2597,4,2024-08-09,Com_1,Utilities,Zone A,2950,10,0.93,48.0,0.0,0,50,0.0,0.2083333333333333
2598,5,2024-08-09,Com_1,Utilities,Zone A,2957,7,0.92,47.0,0.0,0,35,0.0,0.148936170212766
2599,6,2024-08-09,Com_1,Utilities,Zone B,2966,9,0.9,53.0,0.0,0,63,0.0,0.169811320754717
2600,7,2024-08-09,Com_1,Utilities,Zone B,2971,5,0.93,54.0,0.0,0,35,0.0,0.09259259259259259
2601,8,2024-08-09,Com_1,Utilities,Zone B,2978,7,0.92,59.0,0.0,0,49,0.0,0.1186440677966102
2602,9,2024-08-09,Com_1,Utilities,Zone C,2984,6,0.92,59.0,0.0,0,54,0.0,0.1016949152542373
2603,10,2024-08-09,Com_1,Utilities,Zone C,2990,6,0.94,55.0,0.0,0,54,0.0,0.1090909090909091
2604,11,2024-08-09,Com_1,Utilities,Zone C,2998,8,0.91,52.0,0.0,0,72,0.0,0.1538461538461539
2605,12,2024-08-09,Com_1,Utilities,Zone B,3007,9,0.95,59.0,0.0,0,63,0.0,0.1525423728813559
2606,13,2024-08-09,Com_1,Utilities,Zone B,3016,9,0.91,55.0,0.0,0,63,0.0,0.1636363636363636
2607,14,2024-08-09,Com_1,Utilities,Zone B,3022,6,0.93,58.0,0.0,0,42,0.0,0.103448275862069
2608,15,2024-08-09,Com_1,Utilities,Zone B,3028,6,0.93,54.0,0.0,0,42,0.0,0.1111111111111111
2609,16,2024-08-09,Com_1,Utilities,Zone B,3035,7,0.9,46.0,0.0,0,49,0.0,0.1521739130434783
2610,17,2024-08-09,Com_1,Utilities,Zone B,3045,10,0.93,46.0,0.0,0,70,0.0,0.2173913043478261
2611,18,2024-08-09,Com_1,Utilities,Zone D,3051,6,0.93,55.0,0.0,0,66,0.0,0.1090909090909091
2612,19,2024-08-09,Com_1,Utilities,Zone D,3058,7,0.93,46.0,0.0,0,77,0.0,0.1521739130434783
2613,20,2024-08-09,Com_1,Utilities,Zone D,3068,10,0.93,56.0,0.0,0,110,0.0,0.1785714285714286
2614,21,2024-08-09,Com_1,Utilities,Zone D,3074,6,0.93,50.0,0.0,0,66,0.0,0.12
2615,22,2024-08-09,Com_1,Utilities,Zone A,3083,9,0.94,60.0,0.0,0,45,0.0,0.15
2616,23,2024-08-09,Com_1,Utilities,Zone A,3093,10,0.92,50.0,0.0,0,50,0.0,0.2
2617,0,2024-08-10,Com_1,Utilities,Zone A,3100,7,0.94,55.0,0.0,0,35,0.0,0.1272727272727273
2618,1,2024-08-10,Com_1,Utilities,Zone A,3108,8,0.93,57.0,0.0,0,40,0.0,0.1403508771929824
2619,2,2024-08-10,Com_1,Utilities,Zone A,3117,9,0.92,45.0,0.0,0,45,0.0,0.2
2620,3,2024-08-10,Com_1,Utilities,Zone A,3126,9,0.9,58.0,0.0,0,45,0.0,0.1551724137931035
2621,4,2024-08-10,Com_1,Utilities,Zone A,3132,6,0.93,56.0,0.0,0,30,0.0,0.1071428571428571
2622,5,2024-08-10,Com_1,Utilities,Zone A,3140,8,0.93,48.0,0.0,0,40,0.0,0.1666666666666667
2623,6,2024-08-10,Com_1,Utilities,Zone B,3145,5,0.94,51.0,0.0,0,35,0.0,0.09803921568627451
2624,7,2024-08-10,Com_1,Utilities,Zone B,3154,9,0.9,49.0,0.0,0,63,0.0,0.1836734693877551
2625,8,2024-08-10,Com_1,Utilities,Zone B,3161,7,0.9,56.0,0.0,0,49,0.0,0.125
2626,9,2024-08-10,Com_1,Utilities,Zone C,3166,5,0.9,49.0,0.0,0,45,0.0,0.1020408163265306
2627,10,2024-08-10,Com_1,Utilities,Zone C,3171,5,0.93,60.0,0.0,0,45,0.0,0.08333333333333333
2628,11,2024-08-10,Com_1,Utilities,Zone C,3179,8,0.91,50.0,0.0,0,72,0.0,0.16
2629,12,2024-08-10,Com_1,Utilities,Zone B,3185,6,0.92,53.0,0.0,0,42,0.0,0.1132075471698113
2630,13,2024-08-10,Com_1,Utilities,Zone B,3194,9,0.93,46.0,0.0,0,63,0.0,0.1956521739130435
2631,14,2024-08-10,Com_1,Utilities,Zone B,3199,5,0.94,49.0,0.0,0,35,0.0,0.1020408163265306
2632,15,2024-08-10,Com_1,Utilities,Zone B,3208,9,0.95,55.0,0.0,0,63,0.0,0.1636363636363636
2633,16,2024-08-10,Com_1,Utilities,Zone B,3216,8,0.92,60.0,0.0,0,56,0.0,0.1333333333333333
2634,17,2024-08-10,Com_1,Utilities,Zone B,3221,5,0.92,55.0,0.0,0,35,0.0,0.09090909090909091
2635,18,2024-08-10,Com_1,Utilities,Zone D,3227,6,0.94,51.0,0.0,0,66,0.0,0.1176470588235294
2636,19,2024-08-10,Com_1,Utilities,Zone D,3237,10,0.94,48.0,0.0,0,110,0.0,0.2083333333333333
2637,20,2024-08-10,Com_1,Utilities,Zone D,3247,10,0.91,55.0,0.0,0,110,0.0,0.1818181818181818
2638,21,2024-08-10,Com_1,Utilities,Zone D,3254,7,0.93,57.0,0.0,0,77,0.0,0.1228070175438596
2639,22,2024-08-10,Com_1,Utilities,Zone A,3263,9,0.95,47.0,0.0,0,45,0.0,0.1914893617021277
2640,23,2024-08-10,Com_1,Utilities,Zone A,3272,9,0.92,50.0,0.0,0,45,0.0,0.18
2641,0,2024-08-11,Com_1,Utilities,Zone A,3279,7,0.94,47.0,0.0,0,35,0.0,0.148936170212766
2642,1,2024-08-11,Com_1,Utilities,Zone A,3288,9,0.93,45.0,0.0,0,45,0.0,0.2
2643,2,2024-08-11,Com_1,Utilities,Zone A,3296,8,0.95,57.0,0.0,0,40,0.0,0.1403508771929824
2644,3,2024-08-11,Com_1,Utilities,Zone A,3305,9,0.91,45.0,0.0,0,45,0.0,0.2
2645,4,2024-08-11,Com_1,Utilities,Zone A,3313,8,0.93,45.0,0.0,0,40,0.0,0.1777777777777778
2646,5,2024-08-11,Com_1,Utilities,Zone A,3322,9,0.9,52.0,0.0,0,45,0.0,0.1730769230769231
2647,6,2024-08-11,Com_1,Utilities,Zone B,3329,7,0.9,59.0,0.0,0,49,0.0,0.1186440677966102
2648,7,2024-08-11,Com_1,Utilities,Zone B,3335,6,0.93,47.0,0.0,0,42,0.0,0.1276595744680851
2649,8,2024-08-11,Com_1,Utilities,Zone B,3342,7,0.93,58.0,0.0,0,49,0.0,0.1206896551724138
2650,9,2024-08-11,Com_1,Utilities,Zone C,3352,10,0.94,59.0,0.0,0,90,0.0,0.1694915254237288
2651,10,2024-08-11,Com_1,Utilities,Zone C,3362,10,0.94,57.0,0.0,0,90,0.0,0.1754385964912281
2652,11,2024-08-11,Com_1,Utilities,Zone C,3371,9,0.93,49.0,0.0,0,81,0.0,0.1836734693877551
2653,12,2024-08-11,Com_1,Utilities,Zone B,3380,9,0.95,56.0,0.0,0,63,0.0,0.1607142857142857
2654,13,2024-08-11,Com_1,Utilities,Zone B,3390,10,0.94,58.0,0.0,0,70,0.0,0.1724137931034483
2655,14,2024-08-11,Com_1,Utilities,Zone B,3398,8,0.95,53.0,0.0,0,56,0.0,0.1509433962264151
2656,15,2024-08-11,Com_1,Utilities,Zone B,3405,7,0.92,45.0,0.0,0,49,0.0,0.1555555555555556
2657,16,2024-08-11,Com_1,Utilities,Zone B,3411,6,0.91,51.0,0.0,0,42,0.0,0.1176470588235294
2658,17,2024-08-11,Com_1,Utilities,Zone B,3421,10,0.93,48.0,0.0,0,70,0.0,0.2083333333333333
2659,18,2024-08-11,Com_1,Utilities,Zone D,3428,7,0.91,49.0,0.0,0,77,0.0,0.1428571428571428
2660,19,2024-08-11,Com_1,Utilities,Zone D,3434,6,0.91,49.0,0.0,0,66,0.0,0.1224489795918367
2661,20,2024-08-11,Com_1,Utilities,Zone D,3439,5,0.93,54.0,0.0,0,55,0.0,0.09259259259259259
2662,21,2024-08-11,Com_1,Utilities,Zone D,3448,9,0.94,48.0,0.0,0,99,0.0,0.1875
2663,22,2024-08-11,Com_1,Utilities,Zone A,3454,6,0.91,46.0,0.0,0,30,0.0,0.1304347826086956
2664,23,2024-08-11,Com_1,Utilities,Zone A,3463,9,0.95,45.0,0.0,0,45,0.0,0.2
2665,0,2024-08-12,Com_1,Utilities,Zone A,3473,10,0.94,58.0,0.0,0,50,0.0,0.1724137931034483
2666,1,2024-08-12,Com_1,Utilities,Zone A,3482,9,0.94,54.0,0.0,0,45,0.0,0.1666666666666667
2667,2,2024-08-12,Com_1,Utilities,Zone A,3491,9,0.93,52.0,0.0,0,45,0.0,0.1730769230769231
2668,3,2024-08-12,Com_1,Utilities,Zone A,3498,7,0.94,45.0,0.0,0,35,0.0,0.1555555555555556
2669,4,2024-08-12,Com_1,Utilities,Zone A,3504,6,0.9,59.0,0.0,0,30,0.0,0.1016949152542373
2670,5,2024-08-12,Com_1,Utilities,Zone A,3510,6,0.94,52.0,0.0,0,30,0.0,0.1153846153846154
2671,6,2024-08-12,Com_1,Utilities,Zone B,3519,9,0.93,53.0,0.0,0,63,0.0,0.169811320754717
2672,7,2024-08-12,Com_1,Utilities,Zone B,3528,9,0.93,60.0,0.0,0,63,0.0,0.15
2673,8,2024-08-12,Com_1,Utilities,Zone B,3536,8,0.92,60.0,0.0,0,56,0.0,0.1333333333333333
2674,9,2024-08-12,Com_1,Utilities,Zone C,3544,8,0.9,47.0,0.0,0,72,0.0,0.1702127659574468
2675,10,2024-08-12,Com_1,Utilities,Zone C,3551,7,0.92,58.0,0.0,0,63,0.0,0.1206896551724138
2676,11,2024-08-12,Com_1,Utilities,Zone C,3558,7,0.92,58.0,0.0,0,63,0.0,0.1206896551724138
2677,12,2024-08-12,Com_1,Utilities,Zone B,3564,6,0.93,60.0,0.0,0,42,0.0,0.1
2678,13,2024-08-12,Com_1,Utilities,Zone B,3572,8,0.91,49.0,0.0,0,56,0.0,0.163265306122449
2679,14,2024-08-12,Com_1,Utilities,Zone B,3577,5,0.93,47.0,0.0,0,35,0.0,0.1063829787234043
2680,15,2024-08-12,Com_1,Utilities,Zone B,3585,8,0.92,60.0,0.0,0,56,0.0,0.1333333333333333
2681,16,2024-08-12,Com_1,Utilities,Zone B,3590,5,0.91,50.0,0.0,0,35,0.0,0.1
2682,17,2024-08-12,Com_1,Utilities,Zone B,3597,7,0.93,54.0,0.0,0,49,0.0,0.1296296296296296
2683,18,2024-08-12,Com_1,Utilities,Zone D,3605,8,0.95,54.0,0.0,0,88,0.0,0.1481481481481481
2684,19,2024-08-12,Com_1,Utilities,Zone D,3611,6,0.95,60.0,0.0,0,66,0.0,0.1
2685,20,2024-08-12,Com_1,Utilities,Zone D,3620,9,0.95,52.0,0.0,0,99,0.0,0.1730769230769231
2686,21,2024-08-12,Com_1,Utilities,Zone D,3629,9,0.91,57.0,0.0,0,99,0.0,0.1578947368421053
2687,22,2024-08-12,Com_1,Utilities,Zone A,3636,7,0.94,55.0,0.0,0,35,0.0,0.1272727272727273
2688,23,2024-08-12,Com_1,Utilities,Zone A,3646,10,0.9,46.0,0.0,0,50,0.0,0.2173913043478261
2689,0,2024-07-30,Com_2,Utilities,Zone A,1140,13,0.94,45.0,0.0,0,65,0.0,0.2888888888888889
2690,1,2024-07-30,Com_2,Utilities,Zone A,1153,13,0.93,59.0,0.0,0,65,0.0,0.2203389830508475
2691,2,2024-07-30,Com_2,Utilities,Zone A,1169,16,0.93,47.0,0.0,0,80,0.0,0.3404255319148936
2692,3,2024-07-30,Com_2,Utilities,Zone A,1181,12,0.95,45.0,0.0,0,60,0.0,0.2666666666666667
2693,4,2024-07-30,Com_2,Utilities,Zone A,1193,12,0.95,48.0,0.0,0,60,0.0,0.25
2694,5,2024-07-30,Com_2,Utilities,Zone A,1209,16,0.95,57.0,0.0,0,80,0.0,0.2807017543859649
2695,6,2024-07-30,Com_2,Utilities,Zone B,1223,14,0.95,47.0,0.0,0,98,0.0,0.2978723404255319
2696,7,2024-07-30,Com_2,Utilities,Zone B,1236,13,0.95,52.0,0.0,0,91,0.0,0.25
2697,8,2024-07-30,Com_2,Utilities,Zone B,1249,13,0.93,57.0,0.0,0,91,0.0,0.2280701754385965
2698,9,2024-07-30,Com_2,Utilities,Zone C,1263,14,0.95,49.0,0.0,0,126,0.0,0.2857142857142857
2699,10,2024-07-30,Com_2,Utilities,Zone C,1276,13,0.92,55.0,0.0,0,117,0.0,0.2363636363636364
2700,11,2024-07-30,Com_2,Utilities,Zone C,1289,13,0.94,55.0,0.0,0,117,0.0,0.2363636363636364
2701,12,2024-07-30,Com_2,Utilities,Zone B,1304,15,0.92,59.0,0.0,0,105,0.0,0.2542372881355932
2702,13,2024-07-30,Com_2,Utilities,Zone B,1318,14,0.95,60.0,0.0,0,98,0.0,0.2333333333333333
2703,14,2024-07-30,Com_2,Utilities,Zone B,1334,16,0.93,58.0,0.0,0,112,0.0,0.2758620689655172
2704,15,2024-07-30,Com_2,Utilities,Zone B,1346,12,0.95,48.0,0.0,0,84,0.0,0.25
2705,16,2024-07-30,Com_2,Utilities,Zone B,1362,16,0.96,47.0,0.0,0,112,0.0,0.3404255319148936
2706,17,2024-07-30,Com_2,Utilities,Zone B,1374,12,0.94,45.0,0.0,0,84,0.0,0.2666666666666667
2707,18,2024-07-30,Com_2,Utilities,Zone D,1389,15,0.96,49.0,0.0,0,165,0.0,0.3061224489795918
2708,19,2024-07-30,Com_2,Utilities,Zone D,1405,16,0.95,52.0,0.0,0,176,0.0,0.3076923076923077
2709,20,2024-07-30,Com_2,Utilities,Zone D,1418,13,0.92,58.0,0.0,0,143,0.0,0.2241379310344828
2710,21,2024-07-30,Com_2,Utilities,Zone D,1431,13,0.92,57.0,0.0,0,143,0.0,0.2280701754385965
2711,22,2024-07-30,Com_2,Utilities,Zone A,1447,16,0.94,59.0,0.0,0,80,0.0,0.2711864406779661
2712,23,2024-07-30,Com_2,Utilities,Zone A,1463,16,0.95,50.0,0.0,0,80,0.0,0.32
2713,0,2024-07-31,Com_2,Utilities,Zone A,1475,12,0.94,55.0,0.0,0,60,0.0,0.2181818181818182
2714,1,2024-07-31,Com_2,Utilities,Zone A,1490,15,0.92,60.0,0.0,0,75,0.0,0.25
2715,2,2024-07-31,Com_2,Utilities,Zone A,1506,16,0.92,57.0,0.0,0,80,0.0,0.2807017543859649
2716,3,2024-07-31,Com_2,Utilities,Zone A,1519,13,0.95,48.0,0.0,0,65,0.0,0.2708333333333333
2717,4,2024-07-31,Com_2,Utilities,Zone A,1535,16,0.94,54.0,0.0,0,80,0.0,0.2962962962962963
2718,5,2024-07-31,Com_2,Utilities,Zone A,1550,15,0.92,58.0,0.0,0,75,0.0,0.2586206896551724
2719,6,2024-07-31,Com_2,Utilities,Zone B,1566,16,0.92,49.0,0.0,0,112,0.0,0.3265306122448979
2720,7,2024-07-31,Com_2,Utilities,Zone B,1578,12,0.94,50.0,0.0,0,84,0.0,0.24
2721,8,2024-07-31,Com_2,Utilities,Zone B,1591,13,0.95,58.0,0.0,0,91,0.0,0.2241379310344828
2722,9,2024-07-31,Com_2,Utilities,Zone C,1607,16,0.92,47.0,0.0,0,144,0.0,0.3404255319148936
2723,10,2024-07-31,Com_2,Utilities,Zone C,1619,12,0.94,50.0,0.0,0,108,0.0,0.24
2724,11,2024-07-31,Com_2,Utilities,Zone C,1632,13,0.95,54.0,0.0,0,117,0.0,0.2407407407407407
2725,12,2024-07-31,Com_2,Utilities,Zone B,1648,16,0.94,54.0,0.0,0,112,0.0,0.2962962962962963
2726,13,2024-07-31,Com_2,Utilities,Zone B,1663,15,0.93,52.0,0.0,0,105,0.0,0.2884615384615384
2727,14,2024-07-31,Com_2,Utilities,Zone B,1679,16,0.94,51.0,0.0,0,112,0.0,0.3137254901960784
2728,15,2024-07-31,Com_2,Utilities,Zone B,1693,14,0.94,47.0,0.0,0,98,0.0,0.2978723404255319
2729,16,2024-07-31,Com_2,Utilities,Zone B,1706,13,0.94,46.0,0.0,0,91,0.0,0.2826086956521739
2730,17,2024-07-31,Com_2,Utilities,Zone B,1718,12,0.95,49.0,0.0,0,84,0.0,0.2448979591836735
2731,18,2024-07-31,Com_2,Utilities,Zone D,1733,15,0.94,54.0,0.0,0,165,0.0,0.2777777777777778
2732,19,2024-07-31,Com_2,Utilities,Zone D,1745,12,0.95,54.0,0.0,0,132,0.0,0.2222222222222222
2733,20,2024-07-31,Com_2,Utilities,Zone D,1760,15,0.93,51.0,0.0,0,165,0.0,0.2941176470588235
2734,21,2024-07-31,Com_2,Utilities,Zone D,1773,13,0.95,60.0,0.0,0,143,0.0,0.2166666666666667
2735,22,2024-07-31,Com_2,Utilities,Zone A,1788,15,0.95,53.0,0.0,0,75,0.0,0.2830188679245283
2736,23,2024-07-31,Com_2,Utilities,Zone A,1803,15,0.94,50.0,0.0,0,75,0.0,0.3
2737,0,2024-08-01,Com_2,Utilities,Zone A,1819,16,0.93,45.0,0.0,0,80,0.0,0.3555555555555556
2738,1,2024-08-01,Com_2,Utilities,Zone A,1832,13,0.94,56.0,0.0,0,65,0.0,0.2321428571428572
2739,2,2024-08-01,Com_2,Utilities,Zone A,1846,14,0.96,56.0,0.0,0,70,0.0,0.25
2740,3,2024-08-01,Com_2,Utilities,Zone A,1859,13,0.93,51.0,0.0,0,65,0.0,0.2549019607843137
2741,4,2024-08-01,Com_2,Utilities,Zone A,1872,13,0.94,58.0,0.0,0,65,0.0,0.2241379310344828
2742,5,2024-08-01,Com_2,Utilities,Zone A,1888,16,0.92,50.0,0.0,0,80,0.0,0.32
2743,6,2024-08-01,Com_2,Utilities,Zone B,1904,16,0.95,54.0,0.0,0,112,0.0,0.2962962962962963
2744,7,2024-08-01,Com_2,Utilities,Zone B,1919,15,0.95,48.0,0.0,0,105,0.0,0.3125
2745,8,2024-08-01,Com_2,Utilities,Zone B,1935,16,0.94,59.0,0.0,0,112,0.0,0.2711864406779661
2746,9,2024-08-01,Com_2,Utilities,Zone C,1947,12,0.92,49.0,0.0,0,108,0.0,0.2448979591836735
2747,10,2024-08-01,Com_2,Utilities,Zone C,1962,15,0.96,50.0,0.0,0,135,0.0,0.3
2748,11,2024-08-01,Com_2,Utilities,Zone C,1978,16,0.92,46.0,0.0,0,144,0.0,0.3478260869565217
2749,12,2024-08-01,Com_2,Utilities,Zone B,1994,16,0.94,46.0,0.0,0,112,0.0,0.3478260869565217
2750,13,2024-08-01,Com_2,Utilities,Zone B,2010,16,0.95,51.0,0.0,0,112,0.0,0.3137254901960784
2751,14,2024-08-01,Com_2,Utilities,Zone B,2023,13,0.95,46.0,0.0,0,91,0.0,0.2826086956521739
2752,15,2024-08-01,Com_2,Utilities,Zone B,2035,12,0.93,56.0,0.0,0,84,0.0,0.2142857142857143
2753,16,2024-08-01,Com_2,Utilities,Zone B,2048,13,0.95,50.0,0.0,0,91,0.0,0.26
2754,17,2024-08-01,Com_2,Utilities,Zone B,2063,15,0.94,58.0,0.0,0,105,0.0,0.2586206896551724
